213.08,300.61,302.01,421.47,0
214.76,299.56,303.99,421.35,0
217.48,291.45,313.87,418.78,0
224.44,294.56,316.72,417.57,0
230.84,285.5,328.77,416.17,0
231.9,282.83,331.89,414.33,0
244.02,270.85,344.56,403.6,0
249.44,266.82,350.6,399.11,0
NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
283.93,216.57,363.77,336.83,1
279.58,202.19,371.43,340.48,1
282,194,377,336.5,0
267.67,178.78,373.33,337.78,1
264.73,182.39,375.1,335.99,0
258.95,184.16,364.04,329.43,0
257.58,176.79,358.84,317.32,0
249.44,169.03,358.08,316.65,0
241.76,167.91,345.16,309.68,0
232.97,163.42,341.61,312.06,0
228.04,158.85,329.97,301.71,0
216.22,157.86,315.97,299.13,0
211.73,157.55,312.06,296.26,0
199.4,154.54,298.79,295.36,0
187.98,153.66,287.2,295.39,0
181.38,155.83,279.05,295.53,0
170.95,156.96,269.8,297.62,0
159.17,161.32,265.67,308.22,0
152.78,165.07,255.92,306.97,0
143.92,164.82,251.68,311.72,0
141.62,165.23,250.14,312.78,0
136.6,170.62,239.58,309.65,0
135.97,172.68,237.1,308.82,0
128.07,169.63,232.41,312.89,0
125.88,168.7,231.5,314.04,0
124.2,173.68,224.18,310.11,0
123.88,175.13,222.09,309.06,0
122.68,176.32,220,309.65,0
121.76,182.75,220.95,316.33,0
122.67,185.54,220.62,318.85,0
123.57,185.53,220.91,320.36,0
125.36,187.92,222.71,321.57,0
134.63,187.93,231.51,323.25,0
137.42,189.19,235.03,324.47,0
141.58,186.96,246.56,330.76,0
142.82,186.22,250.52,332.64,0
151.93,189.75,255.55,327.99,0
162.68,190.31,263.52,326.63,0
168.85,191.24,269.79,326.65,0
169.76,191.27,270.76,328.62,0
180.66,191.41,281.09,329.39,0
183.74,191.53,284.08,329.2,0
195.68,190.92,294.78,328.29,0
198.94,191.52,298.94,327.7,0
202.59,190.36,303.02,327.4,0
211.69,189.07,311.8,324.82,0
217.44,187.64,317.84,323.64,0
228.45,187.62,322.13,323.35,0
227,189,315,321,0
232.11,178.78,337.78,337.78,1
270.46,189.62,350.3,309.88,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
294.22,270.77,363.6,375.33,1
283.93,270.46,363.77,390.72,1
283.93,270.46,363.77,390.72,1
273.88,275.56,358.02,391.48,0
275,261,372,406.5,0
270.46,283.93,350.3,404.19,1
264.1,279.58,355.96,417.86,1
262.55,282.52,357.79,416.13,0
261.52,282.93,358.83,416.29,0
260.61,284.75,358.83,416.89,0
259.71,286.85,359.13,417.8,0
254.74,295.12,347.1,418.56,0
253.55,297.91,343.68,421.46,0
248.69,298.76,343.94,427.3,0
247.2,299.93,344.52,429.43,0
246.61,299.79,344.83,430.75,0
245.71,300.84,345.12,431.2,0
245.41,299.95,345.12,431.2,0
245.7,299.37,346.02,430.3,0
246,298.77,346.63,430,0
251.95,298.42,346.54,421.44,0
261.76,296.43,352.97,420.26,0
262.97,285.81,359.79,416.1,0
264.91,280.62,358.98,415.35,0
270.46,283.93,350.3,404.19,1
NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
264.1,217.67,355.96,355.96,1
264.1,217.67,355.96,355.96,1
264.1,202.19,355.96,340.48,1
252.22,198.66,344.15,336.84,0
256.99,203.1,336.83,323.35,1
248.77,190.37,335.96,321.46,0
232.11,178.78,337.78,337.78,1
228.6,180.31,337.98,333.47,0
227.1,183.26,331.85,324.45,0
215.87,172.71,325.58,319.64,0
210.94,168.91,323.8,318.19,0
209.01,171.45,315.97,313.96,0
197.56,167.64,309.14,317.46,0
191.83,167,305.11,319.17,0
184.78,168.82,306.85,331.49,0
177.16,173.88,293.53,333.18,0
173.98,177.87,289.71,333.87,0
171.07,180.49,286.18,335.69,0
161.51,181.79,276.16,337.16,0
156.66,183.85,270.91,338.36,0
155.72,192.73,270.04,346.37,0
151.85,198.02,258.19,344.24,0
142.95,197.59,253.92,351.16,0
140.55,200.83,253.57,354.19,0
139.62,209.75,253.63,364.86,0
139.95,215.03,254.16,369.26,0
141.05,219.91,255.84,374.04,0
141.92,230.43,257.5,384.37,0
157.49,245.73,273.7,400.25,0
163.02,250.88,288.81,416.8,0
198.78,267.02,323.45,439.72,0
221.78,285.35,351.14,460.11,0
287.7,329.82,394.81,482.93,0
NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,1
